ComplaintType;Complaint;Date;Decision;Report_name
Facilities to the Press;53. Complaint of Sh. Babu Ram Bansal, Convenor, Punjab Journalists Union against Chief General Manager, Telecom, Ambala and Distt. Engi-neer, Bathinda for rendering their telephone unserviceable.;March 31, 1993;Dismissed;AnnualReport1993
Facilities to the Press;54. Complaint of Sh. Babu Ram Bansal, Convenor, Punjab Journalist Union regarding the suppression of right of information.;March 31, 1993;Dismissed;AnnualReport1993
Facilities to the Press;55. Complaint of the Editor, Balcharcha against Chairman, Nagar Palika, Jalaon for non-payment of bills.;March 31, 1993;Dismissed;AnnualReport1993
Facilities to the Press;56. Complaint of Editor-in-chief Jagat Kranti against SDO Telephones, Jind for disturbing telephone lines.;March 31, 1993;Assurance by Authorities;AnnualReport1993
Facilities to the Press;57. Complaint of Sh. C.S. Dev, Chair-man, Bihar non daily Newspaper Union, Forbasganj (Purnia) Bihar against the Chief Public Relations officer, Northeast Frontier Railway, Maligaon for non release of adver-tisements to small newspapers.;March 31, 1993;Dismissed;AnnualReport1993
Curtailment of Press Freedom;58. Complaint of Sh. Satish Kumar Editor, 'Mazdoor Morcha' against the Officer of M/s.Maruti Udyog Ltd. for snatching bundles of newspapers and inaction of police in the matter;March 31, 1993;Upheld;AnnualReport1993
Curtailment of Press Freedom;59. Complaint of the Editor, The-ekhathir, Tamil daily published from Madurai regarding violent attacks on his daily and failure of police and State Admn. to prevent such attacks.;March 31, 1993;Partially upheld;AnnualReport1993
Curtailment of Press Freedom;60. Complaint of Chief Executive, Murasoli, Tamil daily, against failure of police, fire service and State Admn. in preventing attacks, arson etc., on Murasoli premises.;March 31, 1993;Assurance by Authorities;AnnualReport1993
Curtailment of Press Freedom;61. News-item captioned 'Journalists arrest under TADA flayed' appearing in 12.9.91 issue of the Hindustan Times-suo-motu action;March 31, 1993;Assurance by Authorities;AnnualReport1993
Curtailment of Press Freedom;62. Complaint of Sh. Sayed Shabihul Hassan Editor/Publisher Shaboroze weekly, Bahraich against the police authorities Dargha Sharif, U.P.;March 31, 1993;Upheld;AnnualReport1993
Curtailment of Press Freedom;63. Complaint of Sh. B.S. Malwa, Chief Editor, Amar Kiran, Hindi daily Durg, (M.P.) against the Government of M.P.;March 31, 1993;Disposed with observations;AnnualReport1993
Harassment of Newsmen;﻿1. Complaint of the Joint Convenor, Joint Action Committee of Jour-nalists, Durgapur against the Government of West Bengal.;June23,1997;Dropped for non-prosecution;AnnualReport1998
Harassment of Newsmen;2. Complaint of Shri Satu Roy, Gen-eral Secretary, Karimganj Press Club, Assam against Security Personnel, Badarpur Constituency.;June23,1997;Disapproval;AnnualReport1998
Harassment of Newsmen;3. Complaint of Shri D.V.M. Maheshwari, Journalist against a local police officer for his wild gesticulations during the Gujarat Chief Minister's press meet at Dumara village.;June23,1997;Disapproval;AnnualReport1998
Harassment of Newsmen;4. Complaint of Sh. Satubha Kanubha Vaghela, Editor, Surendranagar Times against the Collector, Surendranagar District, Gujarat. Upheld;June23,1997;Upheld ;AnnualReport1998
Harassment of Newsmen;5. Complaint of Shri Bhau Saheb Kadam, Editor, Dainik Sindhudurg Samachar, Kolhapur against Dy. Superintendent of Police (City), Kolhapur.;June23,1997;Upheld;AnnualReport1998
Harassment of Newsmen;6. Complaint of Shri Chandrashekhar Dev, Chief Editor, Yuva Prayas, Forbsganj, Bihar against local police authorities.;June23,1997;Upheld;AnnualReport1998
Harassment of Newsmen;7. Complaint of Shri Satish Kumar, Mazdoor Morcha, Faridabad against police authorities.;June23,1997;Upheld;AnnualReport1998
Harassment of Newsmen;8. Complaint of Shri Shabuddin Khan Saify, Qamar Express, Delhi against police authorities.;June 23, 1997 ;Dropped with observations;AnnualReport1998
Harassment of Newsmen;9. Complaint of Shri P.C. Jain, Editor-in-Chief, The Page, New Delhi against Haryana Police.;June 23, 1997 ;Withdrawn;AnnualReport1998
Harassment of Newsmen;10. Complaint of Shri Suraj Prakash Malik, Editor, Suraj Kesari, Muzaffarnagar against District Manager, Telecommunication, Muzaffarnagar.;September  22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;11. Complaint of Shri Mukesh Babu Kashyap, Journalist, Bareilly against police authorities.;September  22, 1997;Dismissed on merits;AnnualReport1998
Harassment of Newsmen;12. Complaint of Shri Amit Prakash Aggarwal, Chief Editor, 'Hapur Uday' against Dy. Superintendent of Police, Hapur.;September  22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;13. Complaint of Sh. Sunil Kumar, Reporter, Muzaffarnagar Ujala Dai-ly, Gaon Sadpur, Thana Jansath, District Muzaffarnagar (U.P.) against police authorities.;September  22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;14. Complaint of Dr. Ram Sewak Bajpai, Journalist, Unnao against the residents of Unnao (in connivance with the local police).;September  22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;15. Complaint of Shri Rajesh Bajpeyi, District Correspondent, Swatantra Chetna, Unnao against District Administration & District police authorities.;September  22, 1997;Dismissed on merits;AnnualReport1998
Harassment of Newsmen;16. Complaint of Shri Vinod Kumar Nayak, Editor, Jhansi Apradh Samachar, Hindi Weekly, Jhansi against Dr. Banwari Lal, Assistant Income Tax Commissioner, Jhansi.;September 22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;17. Complaint of Shri Pramod Kumar Srivastava, Special Correspondent, News Gleyer Times, Lucknow against Sub-Inspector and Constable of City Police Station, Lucknow.;September 22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;18. Complaint of Shri Milander Chauhan, Journalist, Itawah, against police authorities, Itawah, U.P.;September 22, 1997;Dismissed on merits;AnnualReport1998
Harassment of Newsmen;19. Complaint of Shri Deepak Roy, Journalist & Press Photographer, Malda against District Police Ad-ministration.;September 22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;20. Complaint of Shri Kishori Lal, Correspondent, Weekly Newspaper in Bihar regarding harassment of journalists in Bihar.;September 22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;21. Complaint of Shri Rajpal Singh, Editor, Saptahik Vichar Prahari Times, Meerut against police constables of Sardhana police station.;September 22, 1997;Sub-judice;AnnualReport1998
Harassment of Newsmen;22. Complaint of Ch. Amar Singh Johari, Journalist, Panipat against S.P., Panipat.;September 22, 1997;Dismissed on merits;AnnualReport1998
Harassment of Newsmen;23. Complaint of Shri Rajender Kumar Pandeya, Publisher, Megadh Ki Awaz, Hindi Weekly against Shri Raj Vallabh Yadav, Local MLA.;September 22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;24. Complaint of Shri Pramod Bhargava, Correspondent, Jansatta, Shivpuri against City Inspector, Kerala.;September 22,1997;Dismissed on merits;AnnualReport1998
Harassment of Newsmen;25. Complaint of Shri Satyanarayan Sharma, Consultant Editor, Daily Din Raat, Bhind, M.P. against police authorities.;September 22,1997;Directions;AnnualReport1998
Harassment of Newsmen;26. Complaint of Sh. Mahesh Choudhari, Chief Editor, Chamba Malav Express, Mehgaon (Bhind) against City Inspector, Mehgaon (Bhind).;September 22,1997;Closed for non-prosecution;AnnualReport1998
Harassment of Newsmen;b. Complaint of Sh. Mahesh Choudhari, Chief Editor, Chamba Malav Express, Mehgaon (Bhind) against City Inspector, Mehgaon (Bhind).;September 22,1997;Closed for non-prosecution;AnnualReport1998
Harassment of Newsmen;27. Complaint of Shri Govind Rai, Chief Editor, Shilalekh, Hindi Weekly, Gwalior against police authorities, Gwalior, M.P.;September 22,1997;Sub-judice;AnnualReport1998
Harassment of Newsmen;28. Complaint of Shri Subhash Singh Thakur, Publisher/Editor, Patrakara Ankushika, Baitul against police officials, Chicholi for harassment.;September 22,1997;Upheld;AnnualReport1998
Harassment of Newsmen;29. Complaint of Shri Rajesh Dubey, Editor, Publisher, Owner, Dehakte Hui Samachar against police authorities.;September 22,1997;Upheld;AnnualReport1998
Harassment of Newsmen;30. Complaint of Shri Ramesh Kumar Upadhyay, Chief Editor, Bundelkhand Prahari, Karvi against Shri Ram Kishan Tripathi, LDC.;September 22,1997;Upheld;AnnualReport1998
Harassment of Newsmen;31. Complaint of Smt. Sarla Shukla, Farukhabad against police authorities.;September 22, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;32. Complaint of Chief Editor, Kanchan Express, New Delhi against SHO, Hazrat Nizamuddin, New Delhi.;September 22, 1997;Upheld (Strong Disapproval);AnnualReport1998
Harassment of Newsmen;33. Complaint of Sh. Anil Kumar Sharma, Editor/Publisher, Swatantra Shahadra Mail, against Asstt. Sub-Inspector for misbehaving and confiscating Identity Card.;September 22, 1997;Dismissed on merits;AnnualReport1998
Harassment of Newsmen;34. Complaint of Sh. Mukundan C. Menon, Trivandrum against Kerala Police, Trivandrum (Kerala).;September 22, 1997;Proceedings dropped;AnnualReport1998
Harassment of Newsmen;35. Complaint of the President, Banga Employees Union, Siliguri against police authorities.; November 20, 1997;Sub-judice;AnnualReport1998
Harassment of Newsmen;36. Complaint of Sh. Bhartruhari, Ed-itor, Prajatantra, Cuttack against State Govt. of Orissa.; November 20, 1997;Settled;AnnualReport1998
Harassment of Newsmen;37. Complaint of Sh. Prem Chand. Pandey, Editor, Champaran Visphot, Betia against Sh. Santosh Kumar Pritam, Treasury Officer, Betia, Champaran.; November 20, 1997;Dismissed;AnnualReport1998
Harassment of Newsmen;38. Communication from Sh. R.K. Roy and Sh. Praveen Kumar, Ranchi regarding attack on journalists.; November 20, 1997;Directions;AnnualReport1998
Harassment of Newsmen;39. Complaint of Sh. Narayan Prasad Nayara, Editor/Publisher, Kishan Ganj Express, Kishan Ganj against Supply Inspector, Kishan Ganj.; November 20, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;40. Complaint of Ms. Namita Tewari, Correspondent, The Hindustan Times and The Hindustan, Suresh Nagar, Hazaribagh, Bihar against the police authorities, Hazaribagh.;November 20, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;41. Complaint of Sh. Kamal Giri (Udhamsingh Nagar) against Su-perintendent of Police.;November 20, 1997;Disapproval;AnnualReport1998
Harassment of Newsmen;42. Complaint of Sh. Santosh Tiwari, Journalist, District Shahjahanpur against Superintendent of Police, Khuttar.;November 20, 1997;Directions;AnnualReport1998
Harassment of Newsmen;43. Complaint of Shri Pramod Kumar Sharma, District Correspondent, Dainik Suhag Times, Ferozabad (U.P.) against District Collector, U.P.;November 20, 1997;Directions;AnnualReport1998
Harassment of Newsmen;44. Complaint of Sh. Arun Kumar Sharma, Editor, Roshni Aur Parda Weekly, against Shri Manoj Singh, Suryavanshi.;November 20, 1997;Directions;AnnualReport1998
Harassment of Newsmen;45. Complaint of Shri S.M.A. Kadri, Editor, Pratikshan Times, Bahriach, U.P. against District Magistrate, Bahraich, U.P.;November 20, 1997;Directions;AnnualReport1998
Harassment of Newsmen;46. Complaint of Shri Radhey Shyam Yadav, Journalist, Itawa against Station House Officer, Usrapur, U.P.;November 20, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;47. Complaint of Shri O.P. Pandey, Chief Editor, Ghar Ghar Ki Laaj against District Magistrate, Jalaun, U.P;November 20, 1997;Disapproval;AnnualReport1998
Harassment of Newsmen;48. Complaint of Mr. Nawab Ali Khan, Editor, Haath Ka Pathar, Weekly against Mr. Raja Ram Katiyar, Conductor, working in Farukhabad Depot Transport Corporation.;November 20,1997;Grievance redressed (settlement);AnnualReport1998
Harassment of Newsmen;49. Complaint of Shri R.C. Likhariya, Managing Editor, Bharat Apradh Samachar, Jhansi against The Executive Engineer, Small Irrigation Division, Jhansi, U.P.;November 20,1997;Matter closed-dismissed;AnnualReport1998
Harassment of Newsmen;50. Complaint of Shri Manmohan Singh Lakhera and Sh. Pratap Singh Parwana, General Secretary & Pres-ident, Doon Press Club, Dehradun against police authorities and BJP's workers.;November 20,1997;Disapproval;AnnualReport1998
Harassment of Newsmen;51. Complaint of Shri Umesh Chander Srivastava, District President, Gramin Patrakar Association against police authorities.;November 20,1997;Directions;AnnualReport1998
Harassment of Newsmen;52. Complaint of Shri Ramkishore Gupta, Editor, Unnao, U.P. against police authorities.;November 20,1997;Directions;AnnualReport1998
Harassment of Newsmen;53. Complaint of Dr. Om Prakash 'Prakash', Editor, Elan-E-Tikait against police authorities of Barabanki.;November 20,1997;Upheld.;AnnualReport1998
Harassment of Newsmen;54. Complaint of Shri Lalji Bharmer, Officiating Editor, Rashtriya Chinha, Hindi daily, Gorakhpur against Abha Singh, Police Superintendent.;November 20,1997;Upheld;AnnualReport1998
Harassment of Newsmen;55. Complaint of Shri Dhirender Vidyarthi, Staff Correspondent, Hindustan, Sitapur against District Magistrate, Sitapur.;November 20,1997;Disapproval;AnnualReport1998
Harassment of Newsmen;56. Complaint of Shri Rajender Bhardwaj, Correspondent, Dainik Tribune against Superintendent of Police, Ambala Cantt.;November  20, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;57. Complaint of Shri Mohan Nagpal, Editor, The Pilot, Bhatinda against the Chief Secretary, govt. of punjab and Deputy Commissioner, Bhatinda.;November  20, 1997;Closed for lack of substance;AnnualReport1998
Harassment of Newsmen;58. Complaint of Miss Afshan Sheikh, Press Correspondent, Hind Samachar Group of Newspapers, Malerkotla against police authorities.;November  20, 1997;Upheld;AnnualReport1998
Harassment of Newsmen;59. Complaint of News Editor, Dainik Sambad, Agartala against Govt. of Tripura.;January  22, 1998;Proceedings drop-ped- grievance redressed;AnnualReport1998
Harassment of Newsmen;60. Complaint of Shri P. Dutta Bhaumik, News Editor, Dainik Sambad, Agartala against anti-social ele-ments.;January  22, 1998;Sub-judice;AnnualReport1998
Harassment of Newsmen;61. Complaint of Shri Ved Prakash Malik, President, All India Small & Medium Newspapers Federation, Jind (Haryana) against Shri Brij Mohan Singhla, MLA, Jind.;January  22, 1998;Strong disapproval of language;AnnualReport1998
Harassment of Newsmen;62. Complaint of Shri Amin Bhat, Managing Editor, Tamel-E-Irshad Fort, Handwara against Indian Se-curity Forces.;January  22, 1998;Withdrawn;AnnualReport1998
Harassment of Newsmen;63. Complaint of Shri Rakesh Jariwala, Commercial Editor, Indian Tender & Auction Mail, New Delhi against Department of Information and Pub-licity, Govt. of NCT of Delhi.;January  22, 1998;Proceedings dropped-complaint without substance;AnnualReport1998
Harassment of Newsmen;64. Complaint of Shri Praveen Kumar, Editor, Justice & Law, Karnal against Shri Ramesh Sehgal, IPS, DGP, Haryana.;January 22, 1998;Disposed with directions;AnnualReport1998
Harassment of Newsmen;65. Complaint of Shri M. Jameel Akhtar, District Correspondent, Medhepura against Police Authorities, Murliganj.;January 22, 1998;Disposed with directions;AnnualReport1998
Harassment of Newsmen;66. Complaint of Shri Sushil Kumar Bagi, Correspondent, Prabhat Khabar against Vice President, Adhisuchit Kshetra Samiti, Motipur.;January 22, 1998;Upheld;AnnualReport1998
Harassment of Newsmen;67. Complaint of Ms. Anasuya Nanda, Editor, Sansar, Oriya Monthly, Cuttack against DAVP.;January 22, 1998;Closed with directions;AnnualReport1998
Facilities to the Press;68. Complaint of Shri K.C. Chaudhuri, Columnist, P.O. Kanjaban Town-ship, Tripura against the Govt. of Tripura.;June 23, 1997;Dismissed on merits;AnnualReport1998
